listing_id,host_id,host_name,neighbourhood,neighbourhood_group,latitude,longitude,room_type,property_type,price,minimum_nights,maximum_nights,number_of_reviews,reviews_per_month,review_rate_number,availability_365,number_of_reviews_ltm,host_listings_count,host_is_superhost,instant_bookable,calculated_host_listings_count,last_review,license
9776,10887,Meera,Greater Kailash,South Delhi,28.563607,77.25274,Entire home/apt,Builder Floor,14988.99,7,90,62,,4.1,203,24,1.0,False,True,1,2023-07-01,DL-MCD-619009
8963,17484,Kunal,Sector 18 Noida,Noida,28.579403,77.332437,Entire home/apt,Studio,13166.47,7,365,67,1.86,3.7,229,38,1.0,False,True,1,2021-04-18,
9750,12724,Sneha,Saket,South Delhi,28.513862,77.214894,Private room,Builder Floor,10708.03,15,365,88,2.75,3.9,170,25,1.0,False,False,2,2021-11-08,
9165,16594,Rashmi,Golf Course Road (DLF 5),Gurugram,28.47917,77.107109,Entire home/apt,Builder Floor,33288.5,1,30,92,5.75,3.8,165,54,1.0,False,,2,2021-08-10,DL-MCD-168667
1835,20337,Shreya,Defense Colony,South Delhi,28.567234,77.247038,Private room,Builder Floor,11109.49,3,180,57,8.14,4.3,234,16,6.0,False,True,7,2024-05-27,DL-MCD-844325
3232,14072,Vikram,Greater Kailash,South Delhi,28.554539,77.246341,Private room,Apartment,10736.72,1,365,38,,3.5,282,24,1.0,False,False,1,2021-10-21,
5653,15288,Varun,Sector 29,Gurugram,28.460255,77.064012,Entire home/apt,Apartment,9674.3,15,365,97,9.7,4.5,218,33,1.0,False,True,1,2024-08-11,DL-MCD-154573
4485,17462,Abhishek,Aerocity (IGI Airport),West & North Delhi,28.544521,77.120509,Private room,Apartment,7105.4,7,30,115,4.11,4.2,131,61,1.0,False,True,2,2021-11-16,DL-MCD-571037
4696,11230,Gaurav,Sushant Lok,Gurugram,28.451619,77.086145,Entire home/apt,Apartment,10346.15,7,90,82,3.9,3.9,195,48,1.0,False,True,1,2021-05-21,
9652,14325,Mayank,Sector 137 Expressway,Noida,28.517823,77.408886,Entire home/apt,Apartment,7966.99,2,30,70,5.38,4.0,226,37,1.0,True,True,1,2023-03-24,DL-MCD-593398
9125,17451,Sachin,Aerocity (IGI Airport),West & North Delhi,28.547172,77.11208,Entire home/apt,Townhouse,15846.24,2,90,85,6.07,4.4,160,38,1.0,True,True,2,2022-10-28,DL-MCD-915949
7534,20201,Bhavna,Hauz Khas Village,South Delhi,28.547817,77.20556,Entire home/apt,Apartment,13283.16,7,365,103,2.71,3.6,172,62,6.0,False,False,6,2022-06-27,DL-MCD-183598
8846,20340,Jyoti,Sector 29,Gurugram,28.474296,77.048628,Private room,Townhouse,6504.44,3,365,124,4.59,3.6,117,35,5.0,False,True,5,2024-01-23,
5621,13802,Gaurav,Paharganj,Central Delhi,28.648823,77.206072,Entire home/apt,Apartment,6529.39,1,365,90,2.43,3.5,160,26,1.0,True,False,2,2024-09-30,DL-MCD-787047
4031,13577,Smriti,Golf Course Road (DLF 5),Gurugram,28.455735,77.097661,Private room,,23486.65,7,180,63,4.85,4.4,210,26,1.0,True,True,2,2023-07-25,DL-MCD-937013
2247,16597,Vishal,Green Park,South Delhi,28.557894,77.198486,Entire home/apt,Penthouse,14224.7,1,365,42,0.95,3.8,279,24,1.0,False,True,1,2021-01-01,DL-MCD-458553
836,12643,Shreya,Cyber City,Gurugram,28.494211,77.084613,Private room,Builder Floor,6838.59,3,365,86,2.61,3.8,143,40,1.0,False,True,2,2021-04-17,
8559,20003,Divya,Chattarpur,South Delhi,28.493832,77.179259,Entire home/apt,Apartment,21821.84,1,365,134,4.62,3.7,140,75,5.0,False,False,6,2024-06-07,DL-MCD-343928
7154,12790,Rajesh,Cyber City,Gurugram,28.492867,77.080286,Private room,Villa,7993.54,2,180,67,2.91,3.9,190,42,1.0,True,False,1,2022-12-02,DL-MCD-274037
433,20056,Komal,Sushant Lok,Gurugram,28.468394,77.081278,Private room,Farmhouse,9166.16,3,90,100,2.27,4.4,167,63,5.0,True,False,6,2021-08-28,DL-MCD-950636
6663,15047,Priya,Saket,South Delhi,28.541788,77.226795,Private room,Builder Floor,7012.08,30,180,89,2.12,3.7,167,48,1.0,False,True,2,2021-12-06,DL-MCD-940921
4203,11246,Smriti,Greater Kailash,South Delhi,28.561018,77.242589,Entire home/apt,Apartment,12981.82,2,365,109,3.52,4.2,159,54,1.0,False,False,1,2021-12-09,DL-MCD-519885
5034,15289,Isha,Golf Course Road (DLF 5),Gurugram,28.476249,77.090149,Entire home/apt,Builder Floor,27025.41,2,30,96,,4.2,195,48,1.0,False,True,2,2024-04-11,DL-MCD-150972
9751,13872,Neha,Rohini,West & North Delhi,28.712553,77.128594,Private room,Serviced Apartment,6678.75,7,365,77,2.03,3.2,208,49,1.0,False,False,2,2024-02-05,
6132,16536,Vishal,Sohna Road,Gurugram,28.403277,77.041795,Entire home/apt,Apartment,7363.31,15,180,85,,3.8,180,27,,False,True,2,2021-03-17,DL-MCD-512358
1194,15641,Sunil,Indirapuram,Ghaziabad,28.627988,77.353728,Entire home/apt,Apartment,9515.4,5,365,67,1.91,4.1,238,41,1.0,False,False,2,2021-07-31,DL-MCD-214337
8873,20371,Rajesh,Hauz Khas Village,South Delhi,28.545149,77.206706,Private room,,6883.95,2,365,77,1.64,4.2,214,38,6.0,False,False,7,2022-08-17,DL-MCD-649486
2907,12277,Rashmi,Rohini,West & North Delhi,28.711379,77.115306,Entire home/apt,Apartment,10470.05,5,30,97,5.11,3.9,150,31,1.0,False,True,2,2024-12-18,DL-MCD-104292
5688,13875,Smriti,Vasant Kunj,South Delhi,28.532703,77.157437,Private room,Townhouse,8954.6,1,30,74,12.0,4.7,244,34,1.0,True,False,2,2022-07-05,DL-MCD-190169
8969,11210,Mayank,Rajouri Garden,West & North Delhi,28.652853,77.122967,Entire home/apt,Apartment,8109.56,1,365,104,2.48,3.6,153,62,1.0,False,False,1,2023-04-16,DL-MCD-280312
9982,10434,Rashmi,Hauz Khas Village,South Delhi,28.557253,77.194798,Private room,Villa,6635.88,15,180,68,1.79,3.4,248,22,1.0,True,True,2,2024-11-26,DL-MCD-564349
3596,12168,Sunita,Sector 15 Faridabad,Faridabad,28.400656,77.321733,Hotel room,Apartment,4036.82,3,30,77,5.13,3.8,217,32,1.0,False,True,1,2024-07-29,
3282,12458,Tarun,Hauz Khas Village,South Delhi,28.536092,77.206319,Entire home/apt,Apartment,19117.13,15,180,79,1.8,3.4,191,33,1.0,False,,1,2023-02-02,DL-MCD-223584
3459,20245,Gaurav,Hauz Khas Village,South Delhi,28.557459,77.205401,Entire home/apt,Apartment,-500.0,1,365,49,1.14,4.0,258,26,5.0,False,True,5,2024-01-13,DL-MCD-282384
2730,13172,Sneha,Dwarka,West & North Delhi,28.57881,77.0581,Shared room,Builder Floor,2281.71,5,365,62,1.94,3.5,226,16,1.0,False,True,1,2023-09-16,DL-MCD-324818
3704,20230,Tanvi,Sushant Lok,Gurugram,28.45816,77.079038,Private room,,6647.08,3,180,93,2.11,3.3,206,43,6.0,,True,6,2021-05-13,
434,17286,Kunal,Greater Noida (Pari Chowk),Greater Noida,28.468768,77.507832,Entire home/apt,Condo,8903.43,3,365,36,9.0,,294,15,1.0,False,True,2,2023-08-13,
4950,12316,Karan,Sushant Lok,Gurugram,28.468333,77.083065,Private room,Villa,10004.17,2,90,106,2.26,3.7,137,45,1.0,False,False,1,2023-08-19,DL-MCD-710076
7283,14359,Aparna,Saket,South Delhi,28.518125,77.211888,Entire home/apt,Builder Floor,13365.66,3,30,97,3.59,4.0,180,46,1.0,False,True,2,2022-12-10,DL-MCD-854143
9276,15764,Kunal,Hauz Khas Village,South Delhi,28.541512,77.206741,Hotel room,Apartment,13995.29,7,365,86,7.82,4.1,190,32,1.0,False,False,2,2021-09-17,DL-MCD-487390
105,12059,Alok,Sector 62 Noida,Noida,28.616896,77.367916,Entire home/apt,Villa,14148.77,1,365,83,12.0,4.5,188,42,1.0,False,True,1,2022-07-18,DL-MCD-878471
9472,16991,Karan,Greater Kailash,South Delhi,28.560639,77.246787,Entire home/apt,Townhouse,19443.26,7,365,27,3.0,3.3,312,15,1.0,False,True,1,2023-08-02,
1657,16821,Latika,Defense Colony,South Delhi,28.576502,77.228898,Entire home/apt,Townhouse,20931.05,2,90,135,,4.4,139,67,1.0,True,False,2,2023-12-19,
1534,10881,Simran,Sector 18 Noida,Noida,28.573975,77.306007,Entire home/apt,Apartment,11339.87,15,90,99,3.41,,140,60,1.0,False,True,1,2023-07-04,
2987,14250,Swati,Hauz Khas Village,South Delhi,28.54452,77.209564,Entire home/apt,Builder Floor,20760.66,1,365,49,2.72,,253,22,1.0,False,False,2,2022-09-27,
5709,10921,Rahul,Hauz Khas Village,South Delhi,28.55,77.189768,Private room,Condo,12183.21,1,30,83,6.92,4.1,192,25,1.0,False,True,1,2022-05-21,DL-MCD-916856
1333,11231,Geeta,Cyber City,Gurugram,28.49381,77.08808,Private room,Builder Floor,7124.09,1,365,128,8.53,4.4,129,76,1.0,False,True,1,2024-03-07,
5454,17497,Sneha,Vasant Kunj,South Delhi,28.527386,77.156744,Entire home/apt,Apartment,17769.35,1,30,90,6.43,3.8,228,51,1.0,False,False,2,2024-10-22,DL-MCD-354658
9028,17486,Pooja,Greater Noida (Pari Chowk),Greater Noida,28.465767,77.512021,Entire home/apt,Apartment,5786.97,3,365,56,1.19,3.4,264,21,1.0,False,True,2,2024-07-05,
3541,17904,Arjun,Dwarka,West & North Delhi,28.598628,77.040847,Entire home/apt,Serviced Apartment,15192.86,3,30,44,2.75,,253,18,1.0,False,True,2,2023-09-16,DL-MCD-291005
1444,10862,Akash,Greater Kailash,South Delhi,28.56568,77.240405,Entire home/apt,Condo,13901.48,15,30,39,1.22,3.4,273,16,1.0,False,False,1,2021-05-27,
215,13285,Jyoti,Sector 18 Noida,Noida,28.570803,77.323319,Private room,Builder Floor,6446.56,5,365,57,9.5,4.4,225,21,1.0,,False,2,2023-12-27,
5582,13883,Naveen,Chanakyapuri,Central Delhi,28.602329,77.192686,Private room,Apartment,17942.16,2,365,49,1.48,,242,27,1.0,False,True,2,2024-06-06,DL-MCD-217722
8373,14150,Mayank,Vasant Kunj,South Delhi,28.532081,77.148857,Entire home/apt,Apartment,17634.04,1,365,55,11.0,4.8,285,32,1.0,False,False,1,2023-10-29,DL-MCD-429755
2911,10421,Sunil,Sector 18 Noida,Noida,28.568822,77.330276,Entire home/apt,,16467.51,15,180,87,3.0,3.8,158,30,1.0,False,False,1,2023-02-17,
6297,17735,Tanvi,Sector 137 Expressway,Noida,28.513835,77.404613,Entire home/apt,Apartment,9492.46,3,180,77,2.66,4.0,210,40,1.0,False,True,1,2024-04-19,
4054,10777,Varun,Paharganj,Central Delhi,28.638277,77.215434,Entire home/apt,Builder Floor,5994.79,1,365,82,1.91,3.6,205,22,1.0,False,True,2,2024-06-08,DL-MCD-568997
1420,20281,Tarun,Rohini,West & North Delhi,28.709823,77.134982,Shared room,Builder Floor,2840.47,5,90,113,3.9,4.1,138,36,6.0,False,True,7,2023-07-09,
6655,12873,Rishi,Golf Course Road (DLF 5),Gurugram,28.472077,77.093111,Entire home/apt,Studio,13095.53,3,365,63,2.86,3.8,233,17,1.0,False,False,2,2021-12-08,
8643,15321,Rohan,Hauz Khas Village,South Delhi,28.556398,77.203254,Entire home/apt,Apartment,18673.93,7,30,72,1.76,3.5,229,44,1.0,False,False,1,2021-06-21,
182,13452,Rishi,Dwarka,West & North Delhi,28.590776,77.04538,Entire home/apt,Villa,9627.44,1,180,78,2.69,3.9,204,47,1.0,False,,2,2024-10-27,
4162,10274,Divya,Green Park,South Delhi,28.562853,77.21495,Hotel room,Condo,12772.15,2,365,45,1.1,3.4,251,23,1.0,True,True,1,2023-02-08,
8875,17432,Deepa,Hauz Khas Village,South Delhi,28.558294,77.205755,Entire home/apt,Builder Floor,12099.84,2,365,69,4.93,4.0,250,41,1.0,False,False,1,2021-05-24,DL-MCD-516847
2447,13097,Amit,Hauz Khas Village,South Delhi,28.545563,77.197064,Entire home/apt,Studio,17454.99,1,365,119,9.15,3.9,152,43,1.0,True,False,2,2022-03-21,DL-MCD-458909
5545,20165,Ritu,Cyber City,Gurugram,28.492828,77.097862,Shared room,Villa,6484.15,2,90,69,1.68,4.0,234,30,3.0,True,False,4,2021-01-09,DL-MCD-100514
7232,13320,Manish,Defense Colony,South Delhi,28.576363,77.236427,Private room,Builder Floor,5915.53,1,365,79,1.98,3.2,217,34,1.0,False,False,1,2021-01-03,DL-MCD-824990
9838,11290,Amit,Golf Course Road (DLF 5),Gurugram,28.475822,77.093751,Private room,Apartment,12261.0,7,90,75,2.5,3.8,212,32,1.0,True,False,2,2023-04-26,
4624,13534,Vandana,Dwarka,West & North Delhi,28.582593,77.040267,Hotel room,Apartment,7831.85,5,365,120,2.86,3.5,137,62,1.0,False,True,2,2023-08-28,DL-MCD-658402
8317,16272,Ananya,Rajouri Garden,West & North Delhi,28.635727,77.124502,Entire home/apt,Studio,7677.39,3,365,48,3.69,3.2,255,30,1.0,False,False,1,2022-10-12,DL-MCD-711794
8248,12114,Ananya,Greater Kailash,South Delhi,28.549425,77.236785,Entire home/apt,,13919.75,1,90,99,3.0,4.0,158,52,1.0,False,True,1,2023-09-04,
9928,20070,Varun,Hauz Khas Village,South Delhi,28.544289,77.186282,Private room,Builder Floor,4294.95,2,365,54,3.0,3.7,252,34,5.0,False,False,5,2023-08-09,DL-MCD-230051
71,20048,Kabir,Defense Colony,South Delhi,28.577072,77.236016,Private room,Villa,7989.84,1,90,88,4.0,3.4,208,36,3.0,False,False,4,2022-08-25,DL-MCD-804520
545,13095,Abhishek,Saket,South Delhi,28.533416,77.209851,Private room,Apartment,6303.16,3,365,50,,4.7,275,27,1.0,False,True,2,2023-08-03,
1205,13329,Meera,Hauz Khas Village,South Delhi,28.561404,77.205982,Private room,Villa,6039.0,3,180,38,2.38,4.0,284,12,1.0,False,True,2,2021-08-22,DL-MCD-716129
3519,16851,Priya,Cyber City,Gurugram,28.502734,77.09512,Private room,Builder Floor,9493.51,30,30,35,1.17,3.8,289,19,1.0,False,False,1,2023-02-27,DL-MCD-782036
3321,14491,Mohit,Hauz Khas Village,South Delhi,28.554176,77.208562,Entire home/apt,Apartment,17334.19,1,180,100,,4.6,157,32,1.0,False,False,2,2022-03-03,
9290,11524,Sneha,Greater Kailash,South Delhi,28.544557,77.247234,Private room,Condo,7344.98,7,180,86,1.83,3.8,193,36,1.0,False,True,1,2024-06-06,
6594,15987,Anjali,Sector 137 Expressway,Noida,28.51877,77.390645,Entire home/apt,Apartment,12977.43,2,90,108,2.77,3.8,145,34,1.0,True,False,2,2021-06-25,DL-MCD-753721
9955,20230,Tanvi,Sushant Lok,Gurugram,28.467032,77.095372,Entire home/apt,Apartment,12733.56,3,365,86,6.14,,192,45,6.0,True,True,6,2023-04-22,DL-MCD-546151
5590,15551,Kabir,Sector 29,Gurugram,28.451165,77.077685,Entire home/apt,Builder Floor,9803.69,1,30,98,4.67,4.4,131,38,1.0,False,True,1,2023-07-28,DL-MCD-698878
8493,17218,Isha,Karol Bagh,Central Delhi,28.651896,77.197977,Private room,Builder Floor,5344.74,7,180,90,4.09,4.1,171,55,1.0,False,False,2,2023-08-21,DL-MCD-423185
9223,12444,Abhishek,Connaught Place,Central Delhi,28.623271,77.216252,Entire home/apt,Builder Floor,22730.43,5,365,97,3.23,4.0,189,57,1.0,False,True,1,2021-08-10,DL-MCD-645616
6195,16435,Sachin,Hauz Khas Village,South Delhi,28.550191,77.2138,Entire home/apt,,16368.94,30,30,90,5.0,4.1,193,35,,False,False,1,2021-12-02,
8888,16689,Rajesh,Sector 29,Gurugram,28.462899,77.058836,Private room,Builder Floor,7179.79,2,90,85,2.83,3.6,197,39,1.0,True,,2,2024-04-15,DL-MCD-824986
878,17885,Isha,Connaught Place,Central Delhi,28.634051,77.213893,Entire home/apt,Apartment,21849.4,2,90,109,6.06,4.2,176,57,1.0,False,True,1,2022-05-20,DL-MCD-885349
8291,13279,Varun,Sector 18 Noida,Noida,28.570119,77.321742,Entire home/apt,Builder Floor,8956.11,7,30,76,3.8,3.9,224,44,1.0,False,False,1,2021-05-12,DL-MCD-639638
197,11534,Arjun,Sector 29,Gurugram,28.466274,77.0661,Entire home/apt,Builder Floor,8032.72,5,30,78,1.66,3.6,177,46,1.0,False,True,1,2022-04-25,
9941,13814,Nikhil,Dwarka,West & North Delhi,28.590615,77.055202,Private room,Apartment,6430.49,3,30,79,1.98,4.1,216,20,1.0,True,False,2,2022-03-06,
4217,20200,Siddharth,Sushant Lok,Gurugram,28.45007,77.081585,Entire home/apt,Apartment,13523.78,2,365,133,4.03,3.7,76,78,6.0,False,False,7,2021-02-19,DL-MCD-141663
9668,20126,Sameer,Sector 15 Faridabad,Faridabad,28.387478,77.312498,Private room,Apartment,2625.79,7,90,34,1.62,,296,8,7.0,False,True,7,2024-09-28,DL-MCD-618126
2998,20048,Kabir,Vasant Kunj,South Delhi,28.53296,77.144544,Entire home/apt,Builder Floor,14620.82,1,30,121,2.69,3.7,117,36,3.0,False,,4,2024-04-14,DL-MCD-368046
2572,12433,Latika,Cyber City,Gurugram,28.489135,77.08105,Entire home/apt,Farmhouse,27350.8,15,365,106,2.86,3.9,154,35,1.0,False,True,2,2022-09-04,
4049,17554,Sneha,Chanakyapuri,Central Delhi,28.600737,77.193547,Entire home/apt,Apartment,17549.71,3,90,26,1.04,3.8,310,10,1.0,False,True,1,2023-01-28,
7530,17810,Vivek,Vasant Kunj,South Delhi,28.534106,77.148095,Entire home/apt,Apartment,11116.46,2,365,95,5.0,4.7,152,40,1.0,False,False,1,2024-10-02,DL-MCD-747536
9048,13090,Arjun,Karol Bagh,Central Delhi,28.666207,77.194439,Private room,Builder Floor,2792.63,2,90,77,1.83,3.6,207,27,1.0,False,,2,2024-01-03,
8285,17292,Aarav,Greater Kailash,South Delhi,28.546796,77.232629,Private room,Apartment,7237.03,1,365,62,1.32,3.5,226,26,1.0,False,False,1,2022-04-18,
6425,20395,Geeta,Greater Kailash,South Delhi,28.535484,77.24586,Hotel room,Studio,19789.8,1,180,74,3.22,4.1,202,35,8.0,False,True,8,2024-09-08,DL-MCD-482674
4985,20337,Shreya,Connaught Place,Central Delhi,28.627368,77.216188,Entire home/apt,Apartment,17991.0,1,30,125,5.0,3.9,109,71,6.0,True,True,6,2024-02-28,
9174,20213,Kabir,Saket,South Delhi,28.530934,77.219387,Entire home/apt,Condo,0.0,3,180,123,10.25,,135,48,6.0,False,False,6,2024-03-10,
8543,15731,Rahul,Connaught Place,Central Delhi,28.640677,77.210638,Private room,Condo,7533.32,5,365,61,1.39,3.9,231,16,1.0,True,True,1,2023-11-20,DL-MCD-892948
2869,20224,Tarun,Rajouri Garden,West & North Delhi,28.647414,77.114784,Hotel room,Apartment,5239.78,1,365,53,8.83,3.9,255,20,4.0,True,True,5,2022-07-10,DL-MCD-208469
2719,14313,Komal,Hauz Khas Village,South Delhi,28.539328,77.194127,Entire home/apt,Apartment,15639.27,30,365,92,3.29,4.8,171,54,1.0,False,True,1,2023-07-19,
8830,12858,Vikram,Civil Lines,West & North Delhi,28.671605,77.209362,Private room,Apartment,5596.01,3,365,97,6.93,4.0,160,28,1.0,False,False,2,2024-11-04,
3980,20246,Anjali,Sohna Road,Gurugram,28.401265,77.035484,Private room,Apartment,5090.14,1,365,84,,4.6,157,48,5.0,True,False,5,2022-04-24,
9144,20061,Vivek,Sushant Lok,Gurugram,28.462325,77.069476,Private room,Condo,7641.62,1,365,75,5.36,,187,40,,True,False,5,2022-03-29,DL-MCD-271031
4193,17869,Vivek,Cyber City,Gurugram,28.499088,77.089389,Shared room,Villa,3624.7,3,180,69,,3.8,222,36,1.0,False,True,1,2023-10-01,DL-MCD-797381
3781,16621,Latika,Greater Kailash,South Delhi,28.546265,77.250904,Hotel room,Builder Floor,19595.92,1,365,97,2.77,3.9,168,31,1.0,False,True,1,2024-05-21,DL-MCD-836511
9718,12579,Ashok,Greater Kailash,South Delhi,28.564639,77.250271,Entire home/apt,Studio,7985.05,30,365,34,1.7,3.7,287,8,1.0,False,True,1,2022-04-26,DL-MCD-461796
2683,13609,Ananya,Saket,South Delhi,28.517908,77.216139,Entire home/apt,Apartment,11817.22,15,365,146,10.43,3.8,84,88,1.0,False,False,1,2023-12-06,DL-MCD-356962
7989,11240,Kavita,Sohna Road,Gurugram,28.400137,77.032661,Private room,Builder Floor,7152.93,5,365,58,1.29,3.0,255,33,1.0,False,False,1,2023-03-15,
9604,15442,Jyoti,Karol Bagh,Central Delhi,28.665476,77.206887,Entire home/apt,Apartment,7607.06,1,90,80,4.44,3.8,192,34,1.0,False,True,2,2024-03-25,DL-MCD-445321
3388,11205,Vishal,Civil Lines,West & North Delhi,28.688306,77.21839,Private room,Condo,9614.48,1,365,123,12.0,4.9,110,76,1.0,False,True,2,2023-10-04,DL-MCD-238805
6914,20258,Jyoti,Sector 18 Noida,Noida,28.577774,77.327231,Private room,Builder Floor,6066.69,30,30,60,3.75,4.4,270,24,8.0,True,False,8,2021-04-14,
219,17098,Abhishek,Rajouri Garden,West & North Delhi,28.651623,77.127837,Entire home/apt,Villa,16907.7,3,30,84,10.5,4.7,196,52,1.0,False,False,1,2024-02-25,DL-MCD-349871
9109,20151,Naveen,Sector 137 Expressway,Noida,28.509821,77.412017,Entire home/apt,Serviced Apartment,8375.38,2,30,43,1.1,4.2,256,21,7.0,False,True,7,2024-10-22,
4565,14646,Shreya,Saket,South Delhi,28.529249,77.205134,Entire home/apt,Apartment,11974.91,5,180,98,2.65,3.9,158,43,1.0,False,False,2,2023-08-07,
4636,10788,Ritu,Hauz Khas Village,South Delhi,28.547979,77.19841,Private room,Condo,7489.32,1,30,159,12.0,,45,69,1.0,False,False,2,2023-03-23,DL-MCD-463479
2544,14721,Aparna,Green Park,South Delhi,28.568663,77.190611,Private room,Apartment,7261.74,15,365,97,2.62,4.2,132,35,1.0,True,True,2,2022-02-16,DL-MCD-124978
9723,10821,Nikhil,Golf Course Road (DLF 5),Gurugram,28.469353,77.101004,Entire home/apt,Builder Floor,27062.22,30,365,130,7.65,4.9,107,32,1.0,False,True,2,2023-11-04,DL-MCD-365549
1245,20293,Harsh,Connaught Place,Central Delhi,28.62688,77.208081,Entire home/apt,Villa,31553.28,1,90,110,4.23,3.7,159,56,12.0,False,True,13,2023-04-18,DL-MCD-700215
421,12393,Rahul,Sohna Road,Gurugram,28.401327,77.035839,Entire home/apt,Serviced Apartment,17966.35,1,365,84,9.33,4.5,168,40,1.0,,True,1,2021-07-13,DL-MCD-971344
7192,20321,Kavita,Green Park,South Delhi,28.552271,77.19725,Private room,Boutique B&B,8565.52,1,90,64,2.13,3.7,263,30,5.0,True,True,5,2024-12-10,DL-MCD-307993
8271,20024,Abhishek,Golf Course Road (DLF 5),Gurugram,28.471236,77.091102,Entire home/apt,Apartment,220000.0,2,180,78,2.79,3.8,183,22,4.0,False,True,4,2022-07-28,
2059,12863,Varun,Saket,South Delhi,28.520367,77.212679,Private room,Apartment,11956.34,2,90,111,3.47,4.1,169,32,1.0,True,False,2,2024-02-24,
8661,20101,Tanvi,Green Park,South Delhi,28.551567,77.210858,Private room,Apartment,9493.11,2,90,116,12.0,4.7,154,29,2.0,False,True,2,2024-07-22,DL-MCD-810779
6701,17914,Mayank,Defense Colony,South Delhi,28.579333,77.2349,Entire home/apt,Studio,18385.22,1,365,58,12.0,5.0,260,37,1.0,False,True,2,2021-05-16,DL-MCD-243832
3690,16847,Preeti,Chanakyapuri,Central Delhi,28.59903,77.196176,Private room,Condo,8625.37,3,365,95,2.88,3.8,196,39,1.0,False,True,2,2023-12-28,DL-MCD-917244
4688,14953,Rohan,Paharganj,Central Delhi,28.642535,77.23733,Entire home/apt,Condo,5219.31,1,365,70,1.89,3.3,211,38,1.0,False,True,1,2022-05-05,
1167,20029,Nikhil,Greater Noida (Pari Chowk),Greater Noida,28.459222,77.507194,Entire home/apt,Apartment,6560.41,1,90,88,2.32,4.1,174,41,12.0,False,False,13,2021-07-19,
255,16574,Manish,Defense Colony,South Delhi,28.568233,77.227421,Entire home/apt,Apartment,14701.02,3,30,68,6.8,4.2,247,24,1.0,False,True,1,2024-01-14,
416,14972,Mohit,Defense Colony,South Delhi,28.563132,77.2329,Private room,Condo,5737.13,1,365,78,3.9,4.0,206,38,1.0,False,True,2,2023-06-28,
4078,11859,Mohit,Cyber City,Gurugram,28.50144,77.090202,Private room,Builder Floor,6520.97,1,90,71,1.69,3.6,227,23,1.0,False,,1,2024-04-18,DL-MCD-331137
9361,20348,Vivek,Green Park,South Delhi,28.563096,77.199135,Entire home/apt,Serviced Apartment,13741.93,2,365,61,2.77,3.9,222,30,6.0,True,False,6,2024-10-25,DL-MCD-144759
5475,16368,Bhavna,Sushant Lok,Gurugram,28.46508,77.080244,Entire home/apt,Townhouse,17648.58,5,30,73,4.87,3.9,221,27,1.0,False,True,1,2021-04-06,DL-MCD-531599
9210,14871,Isha,Sector 18 Noida,Noida,28.565068,77.326644,Hotel room,Apartment,13780.53,7,365,93,2.16,3.6,184,57,1.0,False,False,2,2021-03-03,DL-MCD-617542
760,16635,Rashmi,Golf Course Road (DLF 5),Gurugram,28.470602,77.09241,Private room,Apartment,12021.26,5,180,86,2.1,3.6,212,27,1.0,False,True,1,2021-01-11,DL-MCD-773883
1386,13845,Akash,Hauz Khas Village,South Delhi,28.536567,77.206673,Entire home/apt,,16277.51,3,30,98,10.89,4.7,169,59,1.0,False,True,1,2022-03-19,DL-MCD-977194
655,16101,Neha,Aerocity (IGI Airport),West & North Delhi,28.561725,77.122047,Private room,Builder Floor,13003.65,2,365,22,1.22,4.1,323,5,1.0,True,True,2,2024-06-29,DL-MCD-724199
1202,13480,Pooja,Cyber City,Gurugram,28.489462,77.089805,Private room,Apartment,8808.9,30,365,62,1.63,4.2,237,33,1.0,True,True,1,2024-02-28,DL-MCD-683216
2414,10903,Divya,Cyber City,Gurugram,28.499748,77.092287,Entire home/apt,Farmhouse,16468.71,15,180,120,4.14,4.0,110,37,1.0,True,True,2,2023-06-17,
3814,14159,Sneha,Greater Kailash,South Delhi,28.539343,77.259463,Entire home/apt,,12868.35,3,180,103,8.58,4.6,158,36,1.0,False,False,2,2024-06-30,DL-MCD-856447
5850,16893,Vivek,Sector 137 Expressway,Noida,28.523905,77.41542,Private room,Builder Floor,8613.65,5,365,77,1.83,3.8,209,44,1.0,False,False,1,2023-05-10,DL-MCD-517798
5245,10925,Sunil,Golf Course Road (DLF 5),Gurugram,28.452448,77.098252,Private room,,14508.87,1,90,46,1.02,3.8,270,12,1.0,False,True,2,2024-11-18,
5518,13314,Sneha,Vasant Kunj,South Delhi,28.538826,77.147072,Private room,Apartment,4788.44,30,90,81,2.53,3.5,210,22,1.0,False,True,1,2024-08-06,DL-MCD-495557
3296,16364,Isha,Rohini,West & North Delhi,28.709642,77.117149,Private room,Serviced Apartment,2922.99,2,365,50,1.11,3.4,270,26,1.0,False,False,1,2023-12-20,
3045,20114,Rahul,Sector 62 Noida,Noida,28.621437,77.35881,Entire home/apt,Apartment,6214.82,30,90,31,0.74,3.4,315,17,4.0,False,True,5,2021-01-15,
2831,17852,Kunal,Defense Colony,South Delhi,28.595989,77.207621,Hotel room,Apartment,24263.59,2,180,115,6.39,4.0,124,74,1.0,False,True,2,2024-07-19,
3205,15613,Deepika,Rajouri Garden,West & North Delhi,28.630678,77.128996,Entire home/apt,Builder Floor,10335.17,2,180,56,12.0,5.0,238,17,1.0,False,True,2,2023-08-23,DL-MCD-409937
329,17909,Nikhil,Sohna Road,Gurugram,28.398542,77.035553,Entire home/apt,Studio,15779.43,5,180,69,2.56,3.7,214,27,1.0,False,False,2,2022-11-19,
